####################################################################
#                                                                  #
#	lexicon: all lexemes in biblical Hebrew                    #
#                                                                  #
####################################################################
#ident "@(#)lexicon	1.135 21/08/06"
# The spelling of proper names is that of the RSV
"YWM["		sp=verb:vc=YW.M:gl=fast
"YWM/"		sp=subs:gn=m:rt=YWM:vc=YOWM:gl=fasting
"YW<R/"		sp=nmpr:sm=pers:gn=m:vc=YW.<@R:gl=Zuar
"YWP["		sp=verb:vc=YW.P:gl=flow
"YWP/"		sp=subs:gn=m:vc=YW.P:gl=honey-comb
"YWP=/"		sp=nmpr:sm=pers:gn=m:vc=YW.P:gl=Zuph
"YWPX/"		sp=nmpr:sm=pers:gn=m:vc=YOWPAX:gl=Zophah
"YWPJ/"		sp=nmpr:sm=pers:gn=m:vc=YOWPAJ:gl=Zophai
"YWY["		sp=verb:vc=YW.Y:gl=blossom
"YWY=["		sp=verb:vc=YW.Y:gl=glance
"YWQ["		sp=verb:vc=YW.Q:gl=oppress
"YWQ/"		sp=subs:gn=m:vc=YOWQ:gl=oppression
"YWQH/"		sp=subs:vc=YW.Q@H:gl=distress
"YWR["		sp=verb:fc=2wj:vc=YW.R:gl=bind
"YWR/"		sp=subs:gn=m:vc=YW.R:gl=rock
"YWR=["		sp=verb:fc=2wj:vc=YW.R:gl=damage
"YWR=/"		sp=subs:gn=m:vc=YW.R:gl=pebble
"YWR==["	sp=verb:vc=YW.R:gl=shape
"YWR==/"	sp=nmpr:sm=pers:gn=m:vc=YW.R:gl=Zur
"YWRH/"		sp=subs:vc=YW.R@H:gl=fashion
"YWRJ>L/"	sp=nmpr:sm=pers:gn=m:vc=YW.RIJ>;L:gl=Zuriel
"YWRJCDJ/"	sp=nmpr:sm=pers:gn=m:vc=YW.RIJCAD.AJ:gl=Zurishaddai
"YWRNJM/"	sp=subs:vc=YAW.\:RONIJM:gl=necklace
"YWT["		sp=verb:vc=YW.T:gl=kindle
"YX/"		sp=adjv:vc=YAX:gl=clear
"YXH["		sp=verb:vc=Y@X@H:gl=be white
"YXH/"		sp=adjv:fc=ie:vc=YIXEH:gl=parched
"YXJX/"		sp=subs:fc=ai:vc=Y@XIJXA:gl=surface
"YXJXH/"	sp=subs:vc=Y\:XIJX@H:gl=naked land
"YXNH/"		sp=subs:vc=YAX\:AN@H:gl=smell of putrefaction
"YXYXH/"	sp=subs:rt=YXX:vc=YAX\:Y@X@H:gl=scorched land
"YXQ["		sp=verb:vc=Y@XAQ:gl=laugh
"YXQ/"		sp=subs:gn=m:vc=Y\:XOQ:gl=laughter
"YXR/"		sp=adjv:rt=YXR:vc=Y@XOR:gl=yellowish red
"YXR=/"		sp=nmpr:sm=pers:gn=m:vc=YOXAR:gl=Zohar
"YXR==/"	sp=nmpr:sm=topo:vc=Y@XAR:gl=Zahar
"YJ/"		sp=subs:vc=YIJ:gl=demon
"YJ=/"		sp=subs:gn=m:vc=YIJ:gl=ship
"YJB>/"		sp=nmpr:sm=pers:gn=m:vc=YIJB@>:gl=Ziba
"YJD["		sp=verb:vc=YIJD:gl=feed
"YJD/"		sp=subs:gn=m:rt=YWD:vc=YAJID:gl=hunting
"YJD=/"		sp=subs:gn=m:rt=YWD:vc=YAJID:gl=provision
"YJD==/"	sp=subs:rt=YWD:vc=YAJ.@D:gl=hunter
"YJDH/"		sp=subs:rt=YWD:vc=Y;JD@H:gl=provision
"YJDWN/"	sp=nmpr:sm=topo:vc=YIJDOWN:gl=Sidon
"YJDNJ/"	sp=adjv:ls=gntl:vc=YIJDONIJ:gl=Sidonian
"YJH/"		sp=subs:rt=YJH:vc=YIJ.@H:gl=dry country
"YJWN/"		sp=subs:gn=m:rt=YJH:vc=Y@JOWN:gl=waterless country
"YJWN=/"	sp=subs:gn=m:rt=YWH:vc=YIJ.W.N:gl=signpost
"YJWN==/"	sp=nmpr:sm=topo:rt=YJH:vc=YIJ.OWN:gl=Zion
"YJX>/"		sp=nmpr:sm=pers:gn=m:vc=YIJX@>:gl=Ziha
"YJNQ/"		sp=subs:gn=m:vc=YIJNOQ:gl=collar
"YJ<R/"		sp=nmpr:sm=topo:vc=YIJ<OR:gl=Zior
"YJY/"		sp=subs:gn=m:vc=YIJY:gl=blossom
"YJY=/"		sp=nmpr:sm=topo:vc=YIJY:gl=Ziz
"YJYH/"		sp=subs:vc=YIJY@H:gl=flower
"YJYT/"		sp=subs:gn=f:vc=YIJYIT:gl=tuft
"YJR["		sp=verb:fc=2wj:gl=<uncertain>
"YJR/"		sp=subs:vc=YIJR:gl=<uncertain>
"YJR=/"		sp=subs:gn=m:rt=YJR:vc=YIJR:gl=pivot
"YJR==/"	sp=subs:gn=m:rt=YJR:vc=YIJR:gl=messenger
"YJR===/"	sp=subs:rt=YJR:vc=YIJR:gl=convulsion
"YL/"		sp=subs:gn=m:rt=YLL:vc=Y;L:gl=shadow
"YLH["		sp=verb:vc=Y@L@H:gl=roast
"YLH/"		sp=nmpr:sm=pers:gn=f:vc=YIL.@H:gl=Zillah
"YLX["		sp=verb:vc=Y@LAX:gl=be strong
"YLXJT/"	sp=subs:gn=f:rt=YLX:vc=Y\:LOXIJT:gl=pan
"YLXT/"		sp=subs:fc=seg:vc=YAL.AXAT:gl=pan
"YLJ/"		sp=subs:gn=m:rt=YLH:vc=Y@LIJ:gl=roast
"YLJL/"		sp=subs:gn=m:vc=Y\:LIJL:gl=<uncertain>
"YLL["		sp=verb:vc=Y@LAL:gl=sink
"YLL=["		sp=verb:vc=Y@LAL:gl=tingle
"YLL==["	sp=verb:vc=Y@LAL:gl=grow dark
"YLM/"		sp=subs:fc=seg:gn=m:vc=YELEM:gl=image
"YLMWN/"	sp=nmpr:sm=topo:vc=YAL\:MOWN:gl=Zalmon
"YLMWN=/"	sp=nmpr:sm=pers:gn=m:vc=YAL\:MOWN:gl=Zalmon
"YLMWT/"	sp=subs:gn=m:rt=YLL:vc=YAL\:M@WET:gl=darkness
"YLMNH/"	sp=nmpr:sm=topo:vc=YAL\:MON@H:gl=Zalmonah
"YLMN</"	sp=nmpr:sm=pers:gn=m:vc=YAL\:MUN.@<:gl=Zalmunna
"YL<["		sp=verb:fc=3g:gl=limp
"YL</"		sp=subs:fc=seg:vc=Y;L@<:gl=side
"YL<=/"		sp=subs:fc=seg:gn=m:vc=YELA<:gl=stumbling
"YL<==/"	sp=nmpr:sm=topo:vc=Y;L@<:gl=Zela
"YLP/"		sp=nmpr:sm=pers:gn=m:vc=Y@L@P:gl=Zalaph
"YLPXD/"	sp=nmpr:sm=pers:gn=m:vc=Y\:L@P\:X@D:gl=Zelophehad
"YLYX/"		sp=nmpr:sm=topo:vc=YEL\:YAX:gl=Zelzah
"YLYL/"		sp=subs:gn=m:vc=Y\:L@YAL:gl=cricket
"YLYL=/"	sp=subs:gn=m:vc=YIL\:Y@L:gl=harpoon
"YLYLJM/"	sp=subs:vc=YEL\:YELIJM:gl=cymbals
"YLQ/"		sp=nmpr:sm=pers:gn=m:vc=YELEQ:gl=Zelek
"YLTJ/"		sp=nmpr:sm=pers:gn=m:vc=YIL.\:TAJ:gl=Zillethai
"YM>["		sp=verb:vc=Y@M;>:gl=be thirsty
"YM>/"		sp=adjv:rt=YM>:vc=Y@M;>:gl=thirsty
"YM>=/"		sp=subs:gn=m:vc=Y@M@>:gl=thirst
"YM>H/"		sp=subs:vc=YIM\:>@H:gl=thirst
"YM>WN/"	sp=subs:gn=m:rt=YM>:vc=YIM.@>OWN:gl=thirsty ground
"YMD["		sp=verb:gl=attach
"YMD/"		sp=subs:fc=seg:gn=m:vc=YEMED:gl=span
"YMH/"		sp=subs:vc=YAM.@H:gl=veil
"YMWQJM/"	sp=subs:vc=YIM.W.QIJM:gl=cakes
"YMX["		sp=verb:fc=3g:vc=Y@MAX:gl=sprout
"YMX/"		sp=subs:fc=seg:gn=m:vc=YEMAX:gl=sprout
"YMJD/"		sp=subs:gn=m:rt=YMD:vc=Y@MIJD:gl=bracelet
"YMJD=/"	sp=subs:gn=m:rt=YMD:vc=Y@MIJD:gl=cover
"YMJM/"		sp=subs:vc=YAM.IJM:gl=<uncertain>
"YMQ["		sp=verb:gl=shrivel
"YMR/"		sp=subs:fc=seg:gn=m:vc=YEMER:gl=wool
"YMRJ/"		sp=adjv:ls=gntl:vc=Y\:M@RIJ:gl=Zemarite
"YMRJM/"	sp=nmpr:sm=topo:vc=Y\:M@RAJIM:gl=<mountain>
"YMRT/"		sp=subs:fc=seg:vc=YAM.ERET:gl=tree-top
"YMT["		sp=verb:vc=Y@MAT:gl=be silent
"YMTT/"		sp=subs:gn=f:rt=YMT:vc=Y\:MITUT:gl=forfeiture
"YN/"		sp=subs:gn=m:rt=YNN:vc=Y;N:gl=<uncertain>
"YN=/"		sp=nmpr:sm=topo:vc=YIN:gl=Zin
"YN>/"		sp=subs:gn=m:vc=YON@>:gl=<uncertain>
"YNH/"		sp=subs:vc=YIN.@H:gl=shield
"YNH=/"		sp=subs:gn=m:vc=YONEH:gl=small cattle
"YNH==/"	sp=subs:vc=YIN.@H:gl=cold
"YNW</"		sp=adjv:rt=YN<:vc=Y@NW.<A:gl=humble
"YNWR/"		sp=subs:fc=io:gn=m:vc=YIN.OWR:gl=water-tunnel
"YNX["		sp=verb:fc=3g:gl=clap one's hand
"YNJNJM/"	sp=subs:vc=Y\:NIJNIJM:gl=pricks
"YNJP/"		sp=subs:gn=m:rt=YNP:vc=Y@NIJP:gl=turban
"YNJPH/"	sp=subs:vc=Y\:NIJP@H:gl=turban
"YNM/"		sp=adjv:fc=ptcp:vc=Y@NUM:gl=barren
"YNN/"		sp=nmpr:sm=topo:vc=Y\:N@N:gl=Zenan
"YN<["		sp=verb:fc=3g:gl=be cautious
"YNP["		sp=verb:vc=Y@NAP:gl=wrap
"YNPH/"		sp=subs:vc=Y\:N;P@H:gl=winding
"YNYNT/"	sp=subs:rt=YNN:vc=YIN\:YENET:gl=receptacle
"YNTRWT/"	sp=subs:gn=m:vc=YAN\:T.\:ROWT:gl=pipes
"Y<D["		sp=verb:fc=2g:gl=march
"Y<D/"		sp=subs:fc=seg:gn=m:vc=YA<AD:gl=marching
"Y<DH/"		sp=subs:vc=Y\:<@D@H:gl=marching
"Y<H["		sp=verb:vc=Y@<@H:gl=put in chains
"Y<JP/"		sp=subs:gn=m:rt=Y<P:vc=Y@<IJP:gl=shawl
"Y<JR/"		sp=adjv:rt=Y<R:vc=Y@<IJR:gl=little
"Y<JR=/"	sp=nmpr:sm=topo:rt=Y<R:vc=Y@<IJR:gl=Zair
"Y<JRH/"	sp=subs:rt=Y<R:vc=Y\:<IJR@H:gl=youth
"Y<N["		sp=verb:fc=2g:gl=pack up
"Y<N/"		sp=nmpr:sm=topo:vc=YO<AN:gl=Zoan
"Y<NNJM/"	sp=nmpr:sm=topo:vc=YA<\:ANAN.IJM:gl=Zaanannim
"Y<Y<JM/"	sp=subs:vc=YA<\:AYU<IJM:gl=cast images
"Y<Q["		sp=verb:fc=2g:vc=Y@<AQ:gl=cry
"Y<QH/"		sp=subs:vc=Y\:<@Q@H:gl=cry
"Y<R["		sp=verb:fc=2g:gl=be small
"Y<R/"		sp=nmpr:sm=topo:vc=YO<AR:gl=Zoar
"YPD["		sp=verb:vc=Y@PAD:gl=shrivel
"YPH["		sp=verb:vc=Y@P@H:gl=look out
"YPH/"		sp=subs:vc=Y@P@H:gl=<uncertain>
"YPH=["		sp=verb:vc=Y@P@H:gl=arrange
"YPW/"		sp=nmpr:sm=pers:gn=m:vc=Y\:POW:gl=Zepho
"YPWJ/"		sp=subs:fc=iu:gn=m:vc=YIP.W.J:gl=plating
"YPWN/"		sp=subs:ls=padv:gn=f:rt=YPN:vc=Y@POWN:gl=north
"YPWN=/"	sp=nmpr:sm=topo:vc=Y@POWN:gl=Zaphon
"YPWN==/"	sp=nmpr:sm=pers:gn=m:vc=Y\:POWN:gl=Zephon
"YPWNJ/"	sp=adjv:ls=gntl:vc=Y\:POWNIJ:gl=Zephonite
"YPWNJ=/"	sp=adjv:vc=Y\:POWNIJ:gl=northern
"YPWR/"		sp=subs:fc=io:vc=YIP.OWR:gl=bird
"YPWR=/"	sp=nmpr:sm=pers:gn=m:vc=YIP.OWR:gl=Zippor
"YPXT/"		sp=subs:fc=seg:vc=YAP.AXAT:gl=jar
"YPJ/"		sp=nmpr:sm=pers:gn=m:vc=Y\:PIJ:gl=Zephi
"YPJH/"		sp=subs:gn=m:vc=YIP.IJ.@H:gl=outlook
"YPJWN/"	sp=nmpr:sm=pers:gn=m:vc=YIP\:JOWN:gl=Zephon
"YPJXT/"	sp=subs:gn=f:rt=YPX:vc=YAP.IJXIT:gl=flat cake
"YPJ</"		sp=subs:fc=ai:vc=Y@PIJ<A:gl=dung
"YPJ<H/"	sp=subs:vc=Y\:PIJ<@H:gl=leaf
"YPJR/"		sp=subs:gn=m:rt=YPR:vc=Y@PIJR:gl=he-goat
"YPJRH/"	sp=subs:vc=Y\:PIJR@H:gl=<uncertain>
"YPJT/"		sp=subs:gn=f:rt=YPH:vc=Y@PIJT:gl=seat order
"YPN["		sp=verb:vc=Y@PAN:gl=hide
"YPNJH/"	sp=nmpr:sm=pers:gn=m:vc=Y\:PAN\:J@H:gl=Zephaniah
"YPNJHW/"	sp=nmpr:sm=pers:gn=m:vc=Y\:PAN\:J@HW.:gl=Zephaniah
"YPNT_P<NX/"	sp=nmpr:sm=pers:gn=m:vc=Y@P\:NAT_P.A<\:N;XA:gl=Zaphenath-Paneah
"YP</"		sp=subs:fc=seg:gn=m:vc=YEPA<:gl=serpent
"YP<NJ/"	sp=subs:gn=m:vc=YIP\:<ONIJ:gl=viper
"YPP["		sp=verb:vc=Y@PAP:gl=whisper
"YPYPH/"	sp=subs:vc=YAP\:Y@P@H:gl=willow
"YPR["		sp=verb:vc=Y@PAR:gl=<uncertain>:
"YPR/"		sp=nmpr:sm=pers:gn=m:vc=YOPAR:gl=Zophar
"YPRD</"	sp=subs:gn=f:vc=Y\:PAR\:D.;<A:gl=frog
"YPRH/"		sp=nmpr:sm=pers:gn=f:vc=YIP.OR@H:gl=Zipporah
"YPRN/"		sp=subs:fc=seg:gn=m:vc=YIP.OREN:gl=nail
"YPT/"		sp=subs:fc=seg:vc=YEPET:gl=capital of pillar
"YPT=/"		sp=nmpr:sm=topo:vc=Y\:PAT:gl=Zephath
"YPTH/"		sp=nmpr:sm=topo:vc=Y\:PAT@H:gl=Zephathah
"YQLG/"		sp=nmpr:sm=topo:vc=YIQ\:LAG:gl=Ziklag
"YQLWN/"	sp=subs:gn=m:rt=YQL:vc=YIQ.@LOWN:gl=<uncertain>
"YR/"		sp=adjv:rt=YRR:vc=YAR:gl=narrow
"YR=/"		sp=subs:gn=m:rt=YRR:vc=YAR:gl=adversary
"YR==/"		sp=subs:gn=m:vc=YOR:gl=pebble
"YR===/"	sp=subs:gn=m:rt=YRR:vc=YAR:gl=<uncertain>
"YR====/"	sp=nmpr:sm=topo:vc=YOR:gl=Tyrus
"YR=====/"	sp=nmpr:sm=topo:vc=Y;R:gl=Zer
"YRB["		sp=verb:vc=Y@RAB:gl=burn
"YRB/"		sp=adjv:rt=YRB:vc=Y@R@B:gl=burning
"YRBT/"		sp=subs:fc=seg:vc=Y@REBET:gl=scar
"YRDH/"		sp=nmpr:sm=topo:vc=Y\:R;D@H:gl=Zeredah
"YRH/"		sp=subs:rt=YRR:vc=Y@R@H:gl=distress
"YRH=/"		sp=subs:rt=YRR:vc=Y@R@H:gl=rival wife
"YRWJH/"	sp=nmpr:sm=pers:gn=f:vc=Y\:RW.J@H:gl=Zeruiah
"YRW<H/"	sp=nmpr:sm=pers:gn=f:vc=Y\:RW.<@H:gl=Zeruah
"YRWR/"		sp=subs:gn=m:vc=Y\:ROWR:gl=bag
"YRWR=/"	sp=subs:gn=m:vc=Y\:ROWR:gl=pebble
"YRWR==/"	sp=nmpr:sm=pers:gn=m:vc=Y\:ROWR:gl=Zeror
"YRX["		sp=verb:fc=3g:gl=cry
"YRJ/"		sp=subs:fc=seg:gn=m:vc=Y\:@RIJ:gl=mastic
"YRJ=/"		sp=adjv:ls=gntl:vc=YORIJ:gl=Tyrian
"YRJ==/"	sp=nmpr:sm=pers:gn=m:vc=Y\:RIJ:gl=Zeri
"YRJX/"		sp=subs:gn=m:vc=Y\:RIJXA:gl=cellar
"YRK/"		sp=subs:fc=seg:gn=m:vc=YOREK\::gl=need
"YR<["		sp=verb:vc=Y@RA<:gl=have skin-disease
"YR<H/"		sp=subs:vc=YIR\:<@H:gl=depression
"YR<H=/"	sp=nmpr:sm=topo:vc=Y@R\:<@H:gl=Zorah
"YR<J/"		sp=adjv:ls=gntl:vc=Y@R\:<IJ:gl=Zorite
"YR<T/"		sp=subs:vc=Y@RA<AT:gl=skin-disease
"YR<TJ/"	sp=adjv:ls=gntl:vc=Y@R\:<@TIJ:gl=Zorathite
"YRP["		sp=verb:vc=Y@RAP:gl=melt
"YRPJ/"		sp=subs:gn=m:rt=YRP:vc=YOR\:PIJ:gl=guild of goldsmiths
"YRPT/"		sp=nmpr:sm=topo:vc=Y@R\:PAT:gl=Zarephath
"YRR["		sp=verb:fc=22:vc=Y@RAR:gl=wrap, be narrow
"YRR=["		sp=verb:vc=Y@RAR:gl=be hostile
"YRRH/"		sp=nmpr:sm=topo:vc=Y\:R;R@H:gl=Zererah
"YRT/"		sp=nmpr:sm=pers:gn=m:vc=YERET:gl=Zereth
"YRT_HCXR/"	sp=nmpr:sm=topo:vc=YERET_HAC.AXAR:gl=Zereth Shahar
"YRTN/"		sp=nmpr:sm=topo:vc=Y@R\:T@N:gl=Zarethan
"Q>/"		sp=subs:gn=m:rt=QJ>:vc=Q;>:gl=vomit
"Q>T/"		sp=subs:gn=f:rt=QJ>?:vc=Q@>AT:gl=owl?
"QB/"		sp=subs:gn=m:rt=QBB:vc=QAB:gl=kab:co=unit
"QBB["		sp=verb:vc=Q@BAB:gl=curse
"QBH/"		sp=subs:rt=QBH:vc=Q;B@H:gl=rennet-bag
"QBH=/"		sp=subs:rt=QBB:vc=QUB.@H:gl=women's room
"QBWY/"		sp=subs:fc=iu:vc=QIB.W.Y:gl=<uncertain>
"QBWRH/"	sp=subs:vc=Q\:BW.R@H:gl=grave
"QBL["		sp=verb:vc=Q@BAL:gl=take
"QBL/"		sp=subs:gn=m:vc=Q\:BOL:gl=battering-ram
"QBL=/"		sp=subs:ls=ppre:gn=m:vc=Q@B@L:gl=<uncertain>
"QB<["		sp=verb:fc=3g:vc=Q@BA<:gl=deceive
"QB<T/"		sp=subs:vc=QUB.A<AT:gl=cup
"QBY["		sp=verb:vc=Q@BAY:gl=collect
"QBY>L/"	sp=nmpr:sm=topo:vc=QAB\:Y\:>;L:gl=Kabzeel
"QBYH/"		sp=subs:vc=Q\:BUY@H:gl=gathering
"QBYJM/"	sp=nmpr:sm=topo:vc=QIB\:YAJIM:gl=Kibzaim
"QBR["		sp=verb:vc=Q@BAR:gl=bury
"QBR/"		sp=subs:fc=seg:gn=m:vc=QEBER:gl=grave
"QBRWT_HT>WH/"	sp=nmpr:sm=topo:vc=QIB\:ROWT_HAT.A>\:AW@H:gl=Kibroth Hattaavah
"QD/"		sp=subs:gn=m:rt=<unknown>:vc=Q;D:gl=<uncertain>
"QDD["		sp=verb:vc=Q@DAD:gl=kneel down
"QDH/"		sp=subs:vc=QID.@H:gl=cassia-bud
"QDWMJM/"	sp=subs:vc=Q\:DW.MIJM:gl=<uncertain>
"QDWC/"		sp=adjv:rt=QDC:vc=Q@DOWC:gl=holy
"QDX["		sp=verb:vc=Q@DAX:gl=be kindled
"QDXT/"		sp=subs:rt=QDX:vc=QAD.AXAT:gl=inflammation
"QDJM/"		sp=subs:gn=m:rt=QDM:vc=Q@DIJM:gl=east
"QDM["		sp=verb:vc=Q@DAM:gl=be in front
"QDM/"		sp=subs:ls=padv:gn=m:rt=QDM:vc=QEDEM:gl=front
"QDMH/"		sp=subs:ls=ppre:vc=QID\:M@H:gl=front
"QDMH=/"	sp=subs:vc=QAD\:M@H:gl=beginning
"QDMH==/"	sp=nmpr:sm=pers:gn=m:vc=Q;D\:M@H:gl=Kedemah
"QDMWN/"	sp=adjv:vc=QAD\:MOWN:gl=eastern
"QDMWT/"	sp=nmpr:sm=topo:vc=Q\:D;MOWT:gl=Kedemoth
"QDMJ>L/"	sp=nmpr:sm=pers:gn=m:vc=QAD\:MIJ>;L:gl=Kadmiel
"QDMNJ/"	sp=adjv:vc=QAD\:MONIJ:gl=eastern
"QDMNJ=/"	sp=adjv:ls=gntl:vc=QAD\:MONIJ:gl=easterner
"QDQD/"		sp=subs:gn=m:vc=Q@D\:QOD:gl=scalp
"QDR["		sp=verb:vc=Q@DAR:gl=be dark
"QDR/"		sp=nmpr:sm=pers,gens:vc=Q;D@R:gl=Kedar
"QDRWN/"	sp=nmpr:sm=topo:vc=QID\:ROWN:gl=Kidron
"QDRWT/"	sp=subs:gn=f:vc=QAD\:RW.T:gl=darkness
"QDRNJT"	sp=advb:vc=Q\:DORAN.IJT:gl=mourningly
"QDC["		sp=verb:vc=Q@DAC:gl=be holy
"QDC/"		sp=subs:fc=seg:gn=m:vc=QODEC:gl=holiness
"QDC=/"		sp=adjv:rt=QDC:vc=Q@D;C:gl=temple prostitute
"QDC==/"	sp=nmpr:sm=topo:vc=Q@D;C:gl=Kadesh
"QDC===/"	sp=nmpr:sm=topo:vc=QEDEC:gl=Kedesh
"QDC_BRN</"	sp=nmpr:sm=topo:vc=Q@D;C_B.AR\:N;<A:gl=Kadesh Barnea
"QHH["		sp=verb:vc=Q@H@H:gl=be dull
"QHL["		sp=verb:vc=Q@HAL:gl=assemble
"QHL/"		sp=subs:gn=m:vc=Q@H@L:gl=assembly
"QHLH/"		sp=subs:vc=Q\:HIL.@H:gl=assembly
"QHLT/"		sp=subs:gn=m:rt=QHL:vc=QOHELET:gl=speaker
"QHLTH/"	sp=nmpr:sm=topo:vc=Q\:H;L@T@H:gl=Kehelathah
"QHT/"		sp=nmpr:sm=pers:gn=m:vc=Q\:H@T:gl=Kohath
"QHTJ/"		sp=adjv:ls=gntl:vc=Q\:H@TIJ:gl=Kohathite
"QW/"		sp=subs:gn=m:rt=QWH:vc=Q@W:gl=line
"QW=/"		sp=subs:vc=QAW:gl=<uncertain>
"QW==/"		sp=subs:gn=m:vc=QAW:gl=<uncertain>
"QW>/"		sp=nmpr:sm=topo:vc=Q\:W;>:gl=Kue
"QWB</"		sp=subs:gn=m:vc=QOWBA<:gl=helmet
"QWH["		sp=verb:vc=Q@W@H:gl=wait for
"QWH=["		sp=verb:vc=Q@W@H:gl=collect
"QWV["		sp=verb:vc=QW.V:gl=loath
"QWJ/"		sp=subs:rt=QWH:vc=QOWJ:gl=<uncertain>
"QWL/"		sp=subs:gn=m:vc=QOWL:gl=sound
"QWLJH/"	sp=nmpr:sm=pers:gn=m:vc=QOWL@J@H:gl=Kolaiah
"QWM["		sp=verb:fc=2wj:vc=QW.M:gl=arise
"QWMH/"		sp=subs:vc=QOWM@H:gl=height
"QWMMJWT/"	sp=subs:ls=padv:gn=f:vc=QOWM\:MIJ.W.T:gl=uprightness
"QW</"		sp=nmpr:sm=gens:vc=QOW<A:gl=Koa
"QWP/"		sp=subs:vc=QOWP:gl=ape
"QWY["		sp=verb:vc=QW.Y:gl=loath
"QWY/"		sp=subs:gn=m:vc=QOWY:gl=thorn-bush
"QWY=["		sp=verb:vc=QW.Y:gl=be asunder
"QWY=/"		sp=subs:gn=m:vc=QOWY:gl=snuff
"QWY==/"	sp=nmpr:sm=pers:gn=m:vc=QOWY:gl=Koz
"QWYWT/"	sp=subs:vc=Q\:WUY.OWT:gl=hairlocks
"QWR["		sp=verb:vc=QW.R:gl=dig
"QWR/"		sp=subs:vc=QW.R:gl=thread
"QWR>/"		sp=nmpr:sm=pers:gn=m:vc=QOWR;>:gl=Kore
"QWRH/"		sp=subs:fc=ptca:vc=QOWR@H:gl=beam
"QWC["		sp=verb:vc=QOWC:gl=lay bait
"QWCJHW/"	sp=nmpr:sm=pers:gn=m:vc=QW.C@J@HW.:gl=Kushaiah
"QX/"		sp=subs:gn=m:rt=QWX:vc=Q@X:gl=willow
"QV/"		sp=subs:rt=<unknown>:vc=Q@V:gl=<uncertain>
"QVB/"		sp=subs:fc=seg:gn=m:vc=QEVEB:gl=sting
"QVWRH/"	sp=subs:gn=m:vc=Q\:VOWR@H:gl=smoke sacrifice
"QVWRH=/"	sp=nmpr:sm=pers:gn=f:vc=Q\:VW.R@H:gl=Keturah
"QVL["		sp=verb:vc=Q@VAL:gl=kill
"QVL/"		sp=subs:fc=seg:gn=m:vc=QEVEL:gl=slaughter
"QVN["		sp=verb:vc=Q@VON:gl=be small
"QVN/"		sp=adjv:rt=QVN:vc=Q@VON:gl=small
"QVN=/"		sp=adjv:rt=QVN:vc=Q@V@N:gl=small
"QVN==/"	sp=subs:fc=seg:gn=m:vc=QOVEN:gl=the little one
"QVN===/"	sp=nmpr:sm=pers:gn=m:vc=Q@V@N:gl=Hakkatan
"QVP["		sp=verb:vc=Q@VAP:gl=pluck off
"QVR["		sp=verb:vc=Q@VAR:gl=smoke
"QVR/"		sp=subs:gn=f:vc=QIV.;R:gl=<uncertain>
"QVRWN/"	sp=nmpr:sm=topo:vc=QIV\:ROWN:gl=Kitron
"QVRWT/"	sp=subs:vc=Q\:VUROWT:gl=<uncertain>
"QVRT/"		sp=subs:fc=seg:vc=Q\:VORET:gl=smoke of sacrifice
"QVT/"		sp=nmpr:sm=topo:vc=QAV.@T:gl=Kattath
"QJ>["		sp=verb:vc=QIJ>:gl=vomit
"QJ>/"		sp=subs:gn=m:vc=QIJ>:gl=vomit
"QJH["		sp=verb:vc=Q@J@H:gl=vomit
"QJVWR/"	sp=subs:fc=io:gn=m:vc=QIJVOWR:gl=smoke
"QJM/"		sp=subs:gn=m:vc=QIJM:gl=adversary
"QJMH/"		sp=subs:vc=QIJM@H:gl=rising up
"QJN["		sp=verb:fc=2wj:gl=chant elegy
"QJN/"		sp=subs:fc=seg:gn=m:vc=QAJIN:gl=spear
"QJN=/"		sp=nmpr:sm=pers:gn=m:vc=QAJIN:gl=Kain
"QJN==/"	sp=nmpr:sm=gens:vc=QAJIN:gl=Kain
"QJN===/"	sp=nmpr:sm=topo:vc=QAJIN:gl=Kain
"QJNH/"		sp=subs:gn=f:vc=QIJN@H:gl=elegy
"QJNH=/"	sp=nmpr:sm=topo:vc=QIJN@H:gl=Kinah
"QJNJ/"		sp=adjv:ls=gntl:vc=Q;JNIJ:gl=Kenite
"QJNN/"		sp=nmpr:sm=pers:gn=m:vc=Q;JN@N:gl=Kenan
"QJY["		sp=verb:vc=QIJY:gl=pass summer
"QJY/"		sp=subs:fc=seg:gn=m:vc=QAJIY:gl=summer
"QJYWN/"	sp=adjv:rt=QYY:vc=QIJYOWN:gl=outermost
"QJQJWN/"	sp=subs:gn=m:vc=QIJQ@JOWN:gl=qiqayon
"QJQLWN/"	sp=subs:gn=m:vc=QIJQ@LOWN:gl=disgrace
"QJR/"		sp=subs:gn=m:vc=QIJR:gl=wall
"QJR=/"		sp=nmpr:sm=topo:vc=QIJR:gl=Kir
"QJR_XRF/"	sp=nmpr:sm=topo:vc=QIJR_XEREF:gl=Kir Hareseth
"QJR_XRFT/"	sp=nmpr:sm=topo:vc=QIJR_X\:AREFET:gl=Kir Hareseth
"QJR_MW>B/"	sp=nmpr:sm=topo:vc=QIJR_MOW>@B:gl=Kir in Moab
"QJRS/"		sp=nmpr:sm=pers:gn=m:vc=Q;JROS:gl=Keros
"QJC/"		sp=nmpr:sm=pers:gn=m:vc=QIJC:gl=Kish
"QJCWN/"	sp=nmpr:sm=topo:vc=QIJCOWN:gl=Kishon
